question,status,answer
現在FUNNOW 沒辦法用APP訂頭份以南的影院了，這個事情可以請相關負責單位協助確認一下嗎,False,很抱歉，我無法回答以上問題，請聯絡8855。
"你好
我這邊想確認薪資的部份有辦法嗎？",True,"您好，您可以至人資服務平台查詢薪資明細，具體方法請參考以下FAQ回答：
如何查詢我的薪資明細？
Answer: 請您至人資服務平台查詢。 方法如下：

1.先設定私人郵件地址：
進入HR自助 >人事管理 >員工自助 >我的檔案 >個人資訊 >維護欲收取薪資條密碼之私人郵件地址>點擊保存

2.首次查詢：
至HR自助 >薪資福利 >員工自助 >我的薪資>點選重置密碼，
系統將發送薪資查詢密碼函至您上述指定之私人email。（若您未收到，請試著至您垃圾郵件中查找，並將iSM_HRMS@wistronits.com此一寄件地址設定為安全之寄件者）
輸入初始查詢密碼後，再行登錄可自行按下修改密碼，改為您指定的薪資查詢密碼，未來若忘記密碼，亦請依上述步驟重置密碼

3.查詢薪資明細：
至HR自助 >薪資福利 >員工自助 >我的薪資，輸入欲查詢的月份即可
如果有其他問題，也可以聯繫HR Maggie (02-77458839/MaggieWu@wistronits.com)協助您解決。"
"1.請問年度個人假是過1/1就會進帳還是有什麼條件?
2.另外年休跟個人 新的假都是1/1會出現嗎",True,"1. 年度個人假是在每年1月1日進帳，不需要任何條件。
2. 是的，年休假和個人假都是在每年1月1日重新計算並出現。"
噗我都忘記我投誰了,False,很抱歉，我無法回答以上問題，請聯絡8855。
"1.抽獎是幾點啊
2.會線上投票決定冠軍瞜?",False,很抱歉，我無法回答以上問題，請聯絡8855。
235,False,Failed to answer
請問公司年終有預估什麼時候發放嗎？,True,公司年終獎金預算總額是依照該年度公司整體的營運績效結果而定，個人之獎金額度則會根據所屬事業單位的營運績效及個人考績進行計算。年終暨績效獎金原則會在農曆春節假期前發放，發給發放日當天仍在職的適用對象同仁，讓同仁可以好好採買年貨，過好年。如果有任何疑問，請聯絡Judy/#8805/JudyChen@wistronits.com。
"1.你好
請問一下 我今天怎麼會收到1200的轉帳?
2.那想詢問一下
請問年終發放日期是幾號?",False,"1. 很抱歉，我無法回答以上問題，請聯絡8855。
2. 公司的年終暨績效獎金原則會在農曆春節假期前發放，發給發放日當天仍在職的適用對象同仁，日期可能會因年度而略有不同，建議您隨時留意公司公告或向人資部門詢問。Judy/#8805/JudyChen@wistronits.com"
早安 請問尾牙入場有需要帶員工證嗎？那可以攜伴嗎？ 謝謝,True,"您好，關於尾牙入場的相關問題，以下是我們的FAQ：

Question: 尾牙入場需要帶員工證嗎？
Answer: 需要，請攜帶員工證或是身分證件進行入場。

Question: 可以攜伴參加尾牙嗎？
Answer: 很抱歉，尾牙活動僅限公司員工參加，無法攜伴。 

如果您有其他問題，歡迎聯絡以下承辦人：

Choya/#8904/ChoyaLee@Wistronits.com"
問一下，公司今年年終幾號發,True,年終暨績效獎金原則會在農曆春節假期前發放，發給發放日當天仍在職的適用對象同仁，讓同仁可以好好採買年貨，過好年。如果您需要進一步的資訊，請聯絡Judy/#8805/JudyChen@wistronits.com。
"請問這邊有辦法要到 global protect  mac 版的檔案嗎
還是要回公司安裝",True,"很抱歉，我無法回答以上問題，請聯絡IT部門的相關人員，他們可以提供您更詳細的資訊。您可以聯繫以下人員：
林政男/8818/ChengnanLin@wistronits.com
高唯朕/8813/WilliamKao@wistronits.com"
"哈囉～我想問　如果線上尾牙
抽中獎項，沒在現場　之後會寄信給我嗎",False,很抱歉，我無法回答以上問題，請聯絡8855。
"1.您好，請教本次年終獎金的發放日期，謝謝
2.請問尾牙的網址
",True,"1. 年終暨績效獎金原則會在農曆春節假期前發放，發給發放日當天仍在職的適用對象同仁，讓同仁可以好好採買年貨，過好年。聯絡人為Judy/#8805/JudyChen@wistronits.com。
2. 很抱歉，我無法回答尾牙網址的問題，請聯絡相關單位或負責人員詢問。"
請問一下尾牙直播位置在哪裡？,False,很抱歉，我無法回答以上問題，請聯絡8855。
告白氣球 鄭凱隆TP2211039,False,很抱歉，我無法回答以上問題，請聯絡8855。
"請問
今天會抽獎嗎",False,很抱歉，我無法回答以上問題，請聯絡8855。
請問可以如何查詢尾牙中獎名單 謝謝,True,很抱歉，我無法回答以上問題，請聯絡您的主管或相關單位詢問。
請問知道公司年終發放日期嗎,True,公司年終獎金預算總額是依照該年度公司整體的營運績效結果而定，個人之獎金額度則會根據所屬事業單位的營運績效及個人考績進行計算。至於同仁在獎金年度期間入職的，因年資未滿一年，所以會依在職比例來計算。而在新一年度入職的，就不列入發放對象了。年終暨績效獎金原則會在農曆春節假期前發放，發給發放日當天仍在職的適用對象同仁，讓同仁可以好好採買年貨，過好年。如果有其他問題，歡迎聯絡Judy/#8805/JudyChen@wistronits.com。
您好，我是郎健如，我上請假系統發現沒有個人假，想請問是什麼原因呢？謝謝,True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com詢問。
"不好意思 打擾了！
有關年終算法要詢問誰",True,您可以詢問Judy (#8805) 或是您的主管，他們可以提供您更詳細的年終算法相關資訊。
你好 有同仁想詢問 年終獎金的計算方式為何? 謝謝,True,您好，公司的年終獎金預算總額是依照該年度公司整體的營運績效結果而定，個人之獎金額度則會根據所屬事業單位的營運績效及個人考績進行計算。至於同仁在獎金年度期間入職的，因年資未滿一年，所以會依在職比例來計算。而在新一年度入職的，就不列入發放對象了。若有其他問題，歡迎聯繫Judy/#8805/JudyChen@wistronits.com。
"今天用Edge瀏覽器、chrome瀏覽器 開啟HR系統,點期考勤申請,就會變成上圖空白畫面,關掉瀏覽器重開也是這樣...
想請問HR系統為何會很常這樣?",False,很抱歉，我無法回答以上問題，請聯絡8855。
請問中獎名單在哪裡啊,False,很抱歉，我無法回答以上問題，請聯絡8855。
"請問一下。當天抽獎
說我們是8888
怎麼名單變成五千塊",False,很抱歉，我無法回答以上問題，請聯絡8855。
請問一下tp2107017 ，尾牙歌詞有中獎嗎,True,很抱歉，我無法回答以上問題，請聯絡相關單位或人員詢問。
林文卉1/2的加班單,False,很抱歉，我無法回答以上問題，請聯絡8855。
請問為啥請假系統版面變成這樣,False,很抱歉，我無法回答以上問題，請聯絡8855。
請問一下如果有中500元，今天會入帳嗎,False,很抱歉，我無法回答以上問題，請聯絡8855。
"您好~~我想請問員工離職後，甚麼時間點會關閉他們的信箱？　他們若有一些離職手續要辦理，或是離職證明
會寄到個人信箱嗎？",False,很抱歉，我無法回答以上問題，請聯絡8855。
您好 請問我確診在家隔離請假要選哪種？,False,很抱歉，我無法回答以上問題，請聯絡8855。
請問獎金如未收到要與誰反應呢,True,如果您的獎金未收到，可以聯絡人資部的Maggie (02-77458839/MaggieWu@wistronits.com)協助處理。
"請問我是中2000元的人
可是我看到有多100元耶
原因是?",False,很抱歉，我無法回答以上問題，請聯絡8855。Sorry it is out of my knowledge. Please contact 8855 for further assistance.
"不好意思，我想請問一下⋯

今天有公告說下午沒事的話可以提早離開，但今天我已經有請整天(8小時)的特休且流程已經跑完，那這樣我要怎麼做才能改成只請半天特休呢？",True,若假單還沒審批完成，可請審批人收回審批，申請人就可以去調整時數或類別；若假單已審批完成，請提出銷假申請。您可以至HR Portal提出銷假申請，休假起訖時間調整為實際休假時間。銷假申請流程：https://reurl.cc/QWDmM5。如果有任何疑問，請聯絡Yui/#8836/YuiWong@wistronits.com。
請問 下載vpn 的網站是不是掛掉了？,True,很抱歉，我無法回答以上問題，請聯絡謝悰宇/8965/SamXie@wistronits.com。
請問一下，如果在年度結束前離職，如果個人假都休完了，離職會被扣薪嗎,True,"如果在年度結束前離職，且個人假已經休完，則在離職結算時，個人假將會依比例計算，如果不知道怎麼算，可以聯絡人資部承辦人詢問。如果還有其他問題，也可以聯絡以下人資部承辦人：

Yui / #8836 / YuiWong@wistronits.com"
你好，今年的年假時數沒有進來，想請你幫我看一下,False,很抱歉，我無法回答以上問題，請聯絡8855。
"Hi, 緯軟園地APP 現在還能安裝嗎?
舊的連結好像找不到了, 如果有可以給我新的連結嗎",True,"您好，緯軟員工專屬APP-緯軟園地WITSLife，目前仍然可以安裝。請依您的手機作業系統點擊以下連結下載：
Android：https://tinyurl.com/y99o2fjz
iOS：https://www.wistronits.com/empserviceapp
iOS用戶初次安裝請先閱讀安裝說明：https://support.apple.com/zh-tw/HT204460
如果您有任何問題，請聯絡謝悰宇/8965/SamXie@wistronits.com。"
"Hi,
想詢問假勤部分，1/19我有請個人假8小時，是透過App申請
但昨日晚上查看系統沒看到相關假單，不確定是沒有申請成功還是因為過年資料還沒匯入呢？",True,您好，每月薪資考勤期間為上月23號~當月22號，若您的休假申請單未於該區間完成審核，將於下月扣除。您可以至HR Portal查詢您的休假申請單之審批日期，若確定不是以上的因素，可以來電或Email詢問人資部承辦人，Maggie/#8839/MaggieWu@wistronits.com。希望能對您有所幫助。
"您好，請問一下如果登入緯創軟體員工專區因太久未登入忘記密碼，要輸入指定郵件時卻跳出這個帳號使用外部驗證方式，無法變更其密碼
請問這個要如何才能重新設定密碼呢？",False,很抱歉，我無法回答以上問題，請聯絡8855。
"1.您好
我21號加班
但系統上面寫是休息日加班
不是國定假日加班
再請協助謝謝
2.有開工紅包嗎？",True,"1. 若您的加班是在休息日而非國定假日，則加班費的計算方式會有所不同，請您確認加班費的計算方式是否正確。若有任何疑問，請聯繫人資部門的承辦人進行詢問。
2. 很抱歉，公司沒有開工紅包的相關活動。"
請問公司有旅遊輔助嗎？,True,很抱歉，我無法回答以上問題，請聯絡Choya/#8904/ChoyaLee@Wistronits.com。
請問中華電信手機網路方案有和公司做企業客戶專案嗎？,False,很抱歉，我無法回答以上問題，請聯絡8855。
您好，這裡ess系統無法重置密碼喔,False,很抱歉，我無法回答以上問題，請聯絡8855。
請問春節加班有紅包嗎？,False,很抱歉，我無法回答以上問題，請聯絡8855。
不好意思，想下載vpn軟體，可是連結失效了,True,很抱歉，我無法回答以上問題，請聯絡謝悰宇/8965/SamXie@wistronits.com尋求協助。
"您好我是新進員工
員編 TP2301015
公司內部系統有給新人預設密碼
我改過了  不小心忘記了
請問我該怎麼做",True,您好，很抱歉，我無法回答您的問題，請聯絡謝悰宇/8965/SamXie@wistronits.com，他們會提供您進一步的協助。
詢問內容摘要,True,很抱歉，請提供詢問內容摘要以便我回答。
想請問一下，我記得尾牙因為線上有補助餐錢，想請問是可以自己去吃然後報帳嗎?還是需要什麼條件才能使用呢,False,很抱歉，我無法回答以上問題，請聯絡8855。
請問如果要申請購買電腦補助，以及想知道符合補助的條件，可以找誰呢？,True,"您可以參考以下FAQ回答：
如何申請資訊設備？
請上BPM填寫資訊系統需求單，申請類別請選擇「OA及設備申請」，申請內容及細項再依您的需求填寫，並將需求說明清楚經主管核准後，IT人員就會開始幫您準備您所需要的資訊設備。
陳源勝/8815/VitoChen@wistronits.com
謝悰宇/8965/SamXie@wistronits.com

自購電腦，公司有補助嗎？
有，請參考下方附件檔案【採購電腦補助管理辦法】辦理。
\\FILES\Pub\系統設定操做手冊\TM-100 採購電腦補助管理辦法_V1.0.pdf 
陳源勝/8815/VitoChen@wistronits.com
謝悰宇/8965/SamXie@wistronits.com

符合補助的條件，可以參考上述附件檔案【採購電腦補助管理辦法】。如果有任何疑問，也可以聯絡陳源勝或謝悰宇。"
"哈囉
請問一下，
如果我想要了解我自己的年終獎金的金額是怎麼計算的，我要詢問HR補門嗎，還是說你能幫我去申請，公司可以寄電子郵件給我",True,您好，如果您想了解自己的年終獎金金額是如何計算的，建議您直接向HR部門的Maggie (02-77458839/MaggieWu@wistronits.com)詢問，他們會提供您相關的資訊。公司不會寄送電子郵件給您，但您可以透過HR Portal查詢您的薪資明細。
如何申請保檢理賠?,False,很抱歉，我無法回答以上問題，請聯絡8855。
"你好
1/29 陳冠衡的加班單簽核時跳出錯誤",True,"請您將錯誤訊息的電腦畫面截圖，並寄信給人資部承辦人處理。以下是聯絡人資訊：
Yui/#8836/YuiWong@wistronits.com"
想請問上班途中受傷 有什麼補助可以申請嗎,True,若您在上下班途中發生意外事故而受傷，請務必報案，拿著報案三聯單及診斷證明書交給承辦人，公司會提供公傷病假、團保意外理賠。若有其他相關問題，請聯絡Yui/#8836/YuiWong@wistronits.com。
"有個問題想請問一下
因爲我之前確診，前幾天得知勞保有理賠，所以，上網申請了一下，得到勞保局的回覆
不知公司是否能協助我們確認我們的申請案件，謝謝！",True,"您好，請問您是申請勞保理賠嗎？如果是，請來信跟承辦人索取理賠申請書，承辦人將會郵件回覆相關表單及申請注意事項，填寫完成後，附上診斷證明及收據正本寄給承辦人處理。如果您需要公司協助確認申請案件，請聯繫您的主管或人資部承辦人，他們會協助您處理相關事宜。如果有其他問題，也歡迎來信詢問。謝謝！
Yui/#8836/YuiWong@wistronits.com"
"1/1(日)申請國定假日加班，一直沒有審批，申請單編碼是202301050204，已經申請很久了，請協助，謝謝
202301260693這筆也是周日加班單，無法審批
單據狀態 顯示自由 是申請被退回的意思嗎",True,很抱歉，我無法回答以上問題，請聯絡Maggie Wu (#8839)或發送郵件至MaggieWu@wistronits.com詢問。
不好意思 想請問我們有同仁-翁林嶸說他們有收到生日禮券的email 不知道可否補寄給他,True,"可以的，請您提供翁林嶸同仁的員工編號及生日日期，我們會再次寄送生日禮券的Email給他。如果有其他問題，也歡迎隨時聯繫我們的福委會成員。
Choya/#8904/ChoyaLee@Wistronits.com"
"您好，可以請問一下1月的薪資問題嗎？
那個月份是產假，但我看薪資好像不足一個月份",True,根據我們公司的未足月薪資計算方式，如果您在1月份產假期間未滿一個月，薪資會以月全薪（本薪+伙食津貼+職務加給+主管加給）/當月天數*實際到職天數的方式計算。如果您對薪資有任何疑問，請聯繫HR Maggie (02-77458839/MaggieWu@wistronits.com)。
"hi  
登入hrms系統，出現“用戶未啟用或已停用，請聯繫管理員”",False,很抱歉，我無法回答以上問題，請聯絡8855。
"請問一下HRMS請假加班系統裡的特休假時數，是什麼時候會更新最新一年的剩餘請假時數？

例如今年2023的特休假目前查詢看到剩餘時數還是0",True,很抱歉，我無法回答以上問題，請聯絡Yui Wong (#8836)或寄信至YuiWong@wistronits.com詢問。
"HI~ 您好， 我想詢問， 先前入職的時候有跟公司申請遠傳門號， 然後有一個月 500的補助。
我現在已經使用不到了， 想取消門號， 應該怎麼做呢?",True,請您先向遠傳客服申請退出MVPN群組，再將申請退出的文件及門號提供給公司櫃台專員，由公司進行相關手續。若有其他問題，歡迎聯繫我們的行政人員Anita (#8888/AnitaChen@wistronits.com)。
"問一下
請問這樣是表示我還有個人假40個小時嗎",True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com詢問。
"請一件事情，剛剛聽說的
請問
如果國定假日正好遇到排休，應該是可以申請補假8小時的？
例如6/22端午節週四我沒排班，但那天國定假日
是否可以申請補休8小時",False,很抱歉，我無法回答以上問題，請聯絡8855。
上班途中受傷假單類別要選哪一個？,True,若是上下班途中發生意外事故而受傷，請選擇公傷假。詳細申請方式請參考FAQ中的「我因公受傷，可以申請公傷假嗎？」。若有其他問題，歡迎聯絡Yui/#8836/YuiWong@wistronits.com。
您好 想請問若同仁因上班途中發生意外就醫，是否有慰問金可以申請？ 還是一定要符合住院的需求,True,請務必報案，拿著報案三聯單及診斷證明書交給承辦人，公司會提供公傷病假、團保意外理賠。若是需要申請慰問金，需要符合住院的需求。如有其他問題，歡迎聯繫Yui/#8836/YuiWong@wistronits.com。
還有一個事情急需解決，就是我加入了WIH網域之後，outlook無法繼續收信緯軟的郵件，請問這個要如何處理？,True,"請參考以下步驟：
1. 確認您的Outlook是否已經設定好WIH網域帳號，並且已經成功登入。
2. 確認您的Outlook是否已經設定好收信伺服器和發信伺服器，並且已經成功連線。
3. 如果以上步驟都已經確認過，但是仍然無法收信，請聯絡以下IT人員協助處理：
謝悰宇/8965/SamXie@wistronits.com
陳源勝/8815/VitoChen@wistronits.com"
295,False,Failed to answer
我需要離職證明正本，可以寄給我嗎？,True,"請Email予承辦人進行離職證明申請，並簡述申請原因即可。
Judy/#8953/JudyHsueh@wistronits.com"
"請問去年確診10/7曾請過假 但應該不是病假
而是自己的特休之類
還有辦法申請給付嗎
因為工作關係後來上班都沒請假",True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com詢問詳細情況。
請問 那去年的6/3、9/10這兩天 還可以申請補休嗎?,False,很抱歉，我無法回答以上問題，請聯絡8855。
您好 我想知道 我有多少年假與特休,True,"請至HR Portal""我的假期查詢""中查詢，您可以查詢到您目前的年假與特休假可休／剩餘天數。如果有任何問題，請聯絡Yui/#8836/YuiWong@wistronits.com。"
"1.請問確診是請一般病假嗎？
2.請問這個剛剛收到的問卷 新竹駐場工程師是要填幾呢？謝謝",True,"1. 確診需請申報疾病假，請依公司規定辦理。
2. 很抱歉，我無法回答這個問題，請詢問您的主管或人資部門。"
可以請問公司有疫苗假嗎,False,很抱歉，我無法回答以上問題，請聯絡8855。
我要請假～緯軟園地不能使用了,False,很抱歉，我無法回答以上問題，請聯絡8855。
我的BU和部門代碼 請問是？,True,很抱歉，我無法回答以上問題，請聯絡您的主管或人資部門。
"1.早安 您好
因為近期收到教召令，想請問想申請公假跟在職證明要找誰呢
2.請問 緯軟園地App 在哪裡下載呢",True,"1. 您好，若您想申請公假及在職證明，請將教召令寄給人資部承辦人，人資部會於系統放上公假時數。至於在職證明，請先以E-mail通知主管，經主管同意後來信向承辦人申請。以下是聯絡人資訊：
人資部承辦人：Yui/#8836/YuiWong@wistronits.com
2. 緯軟員工專屬APP-緯軟園地WITSLife，請依您的手機作業系統點擊以下連結下載：
Android：https://tinyurl.com/y99o2fjz
iOS：https://www.wistronits.com/empserviceapp
iOS用戶初次安裝請先閱讀安裝說明：https://support.apple.com/zh-tw/HT204460
若有其他問題，歡迎隨時聯絡我們。"
"你好
請問確診隔離啊
可否申請勞保給付
我聽我爸爸媽媽都有確診他們都有申請通過",False,很抱歉，我無法回答以上問題，請聯絡8855。
關於軟工小週末，請問駐點人員可以用看回放影片檔的方式跟課嗎？,True,依照FAQ的回答，如果課程有提供錄影或線上直播課程，駐點員工可以參與錄影或線上直播課程。如果有其他問題，請聯絡相關承辦人 Jason/#8845/Jasonlai@wistronits.com。
請問公司會寄發2/18補班日上班的統計表嗎？謝謝,False,很抱歉，我無法回答以上問題，請聯絡8855。
"哈囉，請教一下。有同仁在詢問1/7, 2/4這類的補班日出勤彈性假，算在哪個年度？可使用區間是如何計算？就我所知，補班日出勤彈性假視同特休假，所以適用週年制？
另該位同仁反映2/4的補班日出勤彈性假並未進入HRMS系統
但我的已經進來了，他沒有
他的工號是 TP1206009 李順吉",True,您好，補班日出勤彈性假視同特休假，適用週年制。使用區間是以當年度為主，需在當年度內使用完畢，否則將失效。至於該同仁提到的2/4補班日出勤彈性假未進入HRMS系統的問題，建議他可以聯繫人資部的承辦人，或是寄信至Yui/#8836/YuiWong@wistronits.com詢問，人資部會協助處理。
我離職時還有13小時的休假沒有休完，請問大約什麼時候會折成現金匯款給我？,False,很抱歉，我無法回答以上問題，請聯絡8855。
"哈囉，您好
不知道可不可以麻煩您，幫我查詢請假紀錄
二月八號是否有請假
再麻煩您了",True,"請問您是要查詢特休假、事假、個人假、補休假、彈性假或其他假別呢？您可以至HR Portal""我的假期查詢""中查詢，或是直接聯繫我們的人資部承辦人，我的聯絡方式是Yui/#8836/YuiWong@wistronits.com。很抱歉，我無法直接查詢您二月八號是否有請假。"
"請教一下
我有補班卻無法使用耶",False,很抱歉，我無法回答以上問題，請聯絡8855。
"安安安安小編
想問問 三月的生日禮金甚麼時候發",True,很抱歉，我無法回答以上問題，請聯絡Choya/#8904/ChoyaLee@Wistronits.com。
請問補班所得到的彈性假有期限限制嗎？,True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com。
"Hi 我有發mail給HR yui但不確定是否有收到
需求麻煩幫我詢問看看 感謝",True,您好，請問您是發送哪一封信件呢？我可以幫您詢問一下HR Yui是否有收到您的信件。如果需要更快速的回覆，您也可以直接聯繫HR Yui，她的聯絡方式是Yui/#8836/YuiWong@wistronits.com。
"事假
請問事假需要幾天前申請？",True,通常需要在請假前取得核決主管同意，確認獲准休假後，方可休假。如果是突發狀況，可以於請假當日以電話口頭報告直屬主管，並委託職務代理人代辦請假手續，或於請假結束後三日內補辦請假手續並檢附相關證明文件。如果您有更詳細的問題，可以聯絡Yui/#8836/YuiWong@wistronits.com。
"請問一下
我想知道公司對員工離職有什麼樣的規定？",False,很抱歉，我無法回答以上問題，請聯絡8855。
"想詢問是否可以提供HR的電話感謝
想詢問關於離職日的修正的事情",True,"很抱歉，我無法回答以上問題，請聯絡公司人資部門相關承辦人，以下是聯絡方式：
Judy/#8953/JudyHsueh@wistronits.com
Maggie/#8839/MaggieWu@wistronits.com
Yui/#8836/YuiWong@wistronits.com"
"可以問一下離職證明跟勞健保退保
週一有掛號寄出嗎？
可以給掛號編號嗎？",True,"很抱歉，我無法回答以上問題，請聯絡人資部相關承辦人員詢問。以下是聯絡人資部的資訊：
Maggie/#8839/MaggieWu@wistronits.com
Yui/#8836/YuiWong@wistronits.com
Jason/#8845/Jasonlai@wistronits.com"
應該是沒有gamil的信箱吧（？,False,很抱歉，我無法回答以上問題，請聯絡8855。
"請問一下
我的個人假看到還剩16小時
我要請假時，發現結餘時長是0小時?",True,當年度個人假沒用完，系統將自動歸零，所以休假可以考慮先使用個人假。如果您還有其他問題，可以聯絡Yui/#8836/YuiWong@wistronits.com詢問。
今天有多場駐點面試，幫我加油吧,True,"當然！祝您面試順利，表現出色，成功加入駐點團隊！如果您有任何其他問題或需要協助，請隨時聯繫我們的聯絡人，他們會很樂意為您提供協助。
Yui/#8836/YuiWong@wistronits.com
Choya/#8904/ChoyaLee@Wistronits.com
Maggie/#8839/MaggieWu@wistronits.com
Anita/#8888/AnitaChen@wistronits.com
Jason/#8845/Jasonlai@wistronits.com
VicChao/#8927/VicChao@wistronits.com"
想請問因為之前有在補班日出勤 所以有時數可以請假，但周二時要請假時明明有可請假時數卻跳出錯誤，想請問這個是甚麼問題，謝謝,True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com詢問詳細情況。
"可以幫我把剛剛送出的個人假換病假嗎
牙醫手術的假",False,很抱歉，我無法回答以上問題，請聯絡8855。
想問一下我之前申請的眷屬退保進度到哪了,True,"請來信跟承辦人詢問您眷屬退保的進度，承辦人將會回覆您的申請進度。以下是承辦人的聯絡方式：
Yui/#8836/YuiWong@wistronits.com"
"請問婦女節活動 雲端照片連結是要提供哪種？
Google的就可以嗎？",False,很抱歉，我無法回答以上問題，請聯絡8855。
"同仁李嘉偉詢問2/22這筆個人假因為填寫錯誤，已經請grace退完單，但現在要怎麼取消審批這張單子？
可以請您這邊後台直接做取消嗎？
因為個人假的時數目前凍結在這裡",True,請問您是否已經詢問過您的主管或是HR部門的承辦人呢？他們可能會有更詳細的解決方案。如果還是需要取消審批，請提供更詳細的資訊，例如假單編號、審批人等等，我們會盡力協助您處理。如果需要更快速的回應，也可以直接聯絡Yui/#8836/YuiWong@wistronits.com。
"請問 申辦COVID-19勞保普通傷病給付案件待投保單位確認通知，請儘速通知投保單位至勞保局E化服務系統進行確認申辦案件內容，逾期未確認，本局將不予受理。 這個是要請哪個單位幫我按？
最慢要在3/3前
謝謝",False,很抱歉，我無法回答以上問題，請聯絡8855。
請問確診後申請勞保傷病給付公司還未確認要找誰呢？謝謝,True,"請來信至人資部承辦人信箱索取傷病給付申請書，承辦人將會郵件回覆相關表單及申請注意事項，填寫完成後，並附上診斷證明寄給承辦人協助申請。以下是聯絡人資訊：
Yui/#8836/YuiWong@wistronits.com"
"不好意思
請教一下，補班 2/18的時數沒有進來耶",True,請問您是否有填寫補班申請單呢？若有填寫，請確認申請單是否已經完成審核。若申請單已經完成審核，但時數仍未進入薪資，請您聯繫人資部的Maggie (#8839)詢問相關情況。
後勤同仁享有每周有一天可以居家上班的彈性，緯創軟體表示，這也有助於企業兼顧ESG減少碳排的目標。-------->請問後勤同仁的意思是?,True,後勤同仁指的是負責公司後勤事務的員工，例如清潔、保全、餐飲等相關工作。
"你好
是這樣的
我二月有請連續的
結果 我現在要上去填假單
系統說 我填的日期不被允許",True,請問您的假單是要請哪一種假別呢？如果是特休假，請注意特休假需於當年度內使用完畢，若已超過使用期限，系統將不允許申請。如果是其他假別，請確認您填寫的日期是否符合該假別的規定。若仍有疑問，請將問題畫面截圖Mail寄給承辦人，待系統廠商解決問題，承辦人會再回覆您。
詢問內容摘要,True,很抱歉，請提供詢問內容摘要。
請問與緯創的特約商店有哪些？,False,很抱歉，我無法回答以上問題，請聯絡8855。
"HRMS 登入後無法使用
請求協助
己開啟VPN",True,請問您是否有詳細的錯誤訊息或畫面截圖呢？如果有，請將其寄給HRMS承辦人Yui (#8836/YuiWong@wistronits.com)，並請確認您已經開啟了VPN。如果沒有詳細的錯誤訊息，建議您可以先嘗試重新開啟VPN，或是聯繫IT部門進行進一步的協助。
"想詢問一下 最新的請假辦法
4.未依上述公司規定辦理請假手續者，公司得指定人員以「事假」代為辦理；並得依獎懲管理辦法議處。
時效性是多久？
多久沒有上系統請假 就會被列為一律事假
謝謝",True,根據FAQ中的規定，若未依公司規定辦理請假手續，公司得指定人員以「事假」代為辦理，並得依獎懲管理辦法議處。時效性則沒有明確的規定，建議同仁在請假前務必先確認相關規定，並儘早完成請假手續，以免影響工作進度。若有任何疑問，可聯繫人資部承辦人，聯絡方式為Yui/#8836/YuiWong@wistronits.com。
"有關於年假天數 有問題可以這邊反應嗎
我要請年假 2022年的年假好像都沒動過 還是80小時 也還沒結算 但我現在要請卻是請2023年的年假 但我2023年年假是0",False,很抱歉，我無法回答以上問題，請聯絡8855。
不好意思 想問一下 我筆電輸入密碼 突然登不進去怎麼辦,False,很抱歉，我無法回答以上問題，請聯絡8855。
"HI
加班系統還沒修好嗎
這樣不好吧 1/1的加班到現在沒能拿加班費....",True,很抱歉，我無法回答以上問題，請聯絡Maggie/#8839/MaggieWu@wistronits.com詢問加班費相關問題。
請問hrms 系統的初始密碼？,False,很抱歉，我無法回答以上問題，請聯絡8855。
"你好，有假別問題詢問
請問個人假何時會進假使用，我 2022/06/01報到，d04
看系統2022、2023都沒有這個假的時數",True,"您好，個人假是依照報到當年度在職時間做比例計算給假，因此您在2022年報到，個人假的時數會在2022年底結算後才會進入您的假期帳戶。如果您在HR Portal上查詢目前沒有個人假的時數，可能是因為您還未達到享有個人假的條件，或是系統尚未更新，建議您再次確認或聯繫人資部承辦人詢問。若有其他問題，也歡迎隨時聯繫我們的人資部同仁，聯絡方式如下：
Yui/#8836/YuiWong@wistronits.com"
"我想問一下公司喪假有規定在什麼時間內請完嗎
年初的時候有請喪假但沒請完",True,"喪假需在規定天數內請完，若未請完需與主管及人資部溝通詢問，具體細節可參考以下FAQ：
入職後，有喪假事由得提出申請，依據親屬關係天數不一，得分開請假，為有薪假
1.父母、養父母、繼父母、配偶喪亡者，給假八天(不含假日)。
2.祖父母、外祖父母、子女、配偶之父母或其養父母或其繼父母喪亡者，給假六天(不含假日)。
3.曾祖父母、兄弟姐妹、配偶之祖父母、配偶之外祖父母喪亡者，給假三天(不含假日)。
如有其他問題，歡迎聯絡人資部承辦人詢問，聯絡方式如下：
Yui/#8836/YuiWong@wistronits.com"
"有件事情想要反應一下，是有關HR系統申請加班這件事，以我自己的親身經歷來舉例：
我是駐點在南山人壽E4大樓的，我2/24號晚上填加班，加到21:00打卡下班，南山的加班從18:30開始算，因爲18:00～18:30是南山吃飯休息的時間，所以我在南山申請的是18:30～21:00加班（共2.5小時），但在填緯創HR系統加班表單申請時，填了18:30～21:00被系統以「平日加班扣除半小時《休息時數》」為由，又被扣了半小時的時數， 然後又不能手動更改加班時數",False,很抱歉，我無法回答以上問題，請聯絡8855。
